Head,Message,Type
, Italian President breaks down and surrenders in front of COVID-19 epidemic.,Fake
,"The Centre is leaning towards extending the ongoing three-week lockdown announced to contain the coronavirus disease (Covid-19) at least till the end of this month, a senior government official said on Tuesday, while also pointing out that several states have suggested backing such a move.",Genuine
,"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.",Genuine
,Covid-19: Govt says maximum cases in the age group between 21 and 40 years,Genuine
,"Pakistani Citizens Holding A Banner of 'We Don’t Want Kashmir, Give Us Hydroxychloroquine",Fake
, COVID-19 passengers being disembarked at Senegal airport.,Fake
,"100-year-old man dies in quarantine in Jammu and Kashmir’s Udhampur, Covid-19 test report negative",Genuine
, Coronavirus Discovered In Broilers Chicken.,Fake
,Coronavirus: What is a Covid-19 containment zone and why is it created?,Genuine
,"Govt mobilises every resource, lab to prepare for covid-19 peak",Genuine
,"Coronavirus update: Telangana reports 75 new Covid-19 cases, 2 more deaths",Genuine
,Coronavirus update- Assam MLA?held for spreading false Covid-19 info: Police,Genuine
,India Announced Holidays for 4 States.,Fake
,Delhi’s Safdarjung Hospital seeks details of WhatsApp group admins to deal with Fake news on Covid-19,Genuine
,"‘We’re proud of you’, Pak ATC?tells Air India",Genuine
,France to test plasma of coronavirus survivors to treat sick,Genuine
,"Covid-19â€™s impact may last up to two years, say health officials in Canada",Genuine
Free Masks,Indian PM Modi is providing free masks to people under â€˜Swachh Bharat Missionâ€™ to keep them protected from Coronavirus outbreak.,Fake
,RPF jawans in Surat dismissed from service after his video taking bribe from bootlegger women goes viral.,Genuine
,Could we see a second Covid-19 wave?,Genuine
, WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,Fake
,Covid-19 cases in Maharashtra inch towards 900 after 23 more test positive,Genuine
,"The migrants from different countries have been waiting a long time before opening the counter at 9 am, early or before midnight. Thousands of immigrants are waiting in line, but on an average, eight special passes are being issued every day from an immigration office. The rest have to be in line in anticipation of the next day",Genuine
, Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,Fake
,My mom injure by Indian Army in Srinagar Kashmir. Koi hay jo hamari Help karay. India please leave Kashmiri for life,Fake
,Recent photo of PM Modi visiting a Church and offering prayers to save the country from the Coronavirus outbreak.,Fake
,"Research is currently underway to understand the impacts of COVID 19 infection on pregnant women. Data are limited, but at present there is no evidence that they are at higher risk of severe illness than the general population. ",Genuine
Eating Cabbage,World Health Organization (WHO) has warned against eating cabbage during the novel coronavirus pandemic.,Fake
, China is supplying Quran to people to read after the Coronavirus outbreak.,Fake
,"Decision on reopening schools, colleges to be taken on April 14:â€‰HRDâ€‰minister",Genuine
,"Holding diya in hand, PM Modi's mother responds to lights-out call",Genuine
,WHO warns masks are no â€˜silver bulletâ€™ for ending pandemic,Genuine
,Covid-19 outbreak: Mukesh Ambaniâ€™s net worth drops 28% to USD 48 billion in 2 months,Genuine
, Whales spotted at Bombay High – the offshore rig for the Oil and Natural Gas Corporation,Fake 
, Cristiano Ronaldo’s hotels to be turned into quarantine centres in Portugal.,Fake
," Pakistani doctor, Usman Riaz speaks about coronavirus before his death.",Fake
,"PM Modi calls on Spanish PM, discusses situation arising out of Covid-19 pandemic",Genuine
,MISLEADING: Indian Prime Minister said world will be free from coronavirus in a month.,Fake
, Photo of a vaccine developed by US scientists for COVID-19.,Fake
, Image of dead bodies of coronavirus victims in Italy.,Fake
,BBMP (Bruhat Bengaluru Mahanagara Palike) will be spraying medicine in the air after 10 PM tonight in order to kill COVID-19.,Fake
, A video of bat infested roof claimed to be from Hubei-china claiming it to be the source of coronavirus.,Fake
,"Covid-19 outbreak: 18-yr-old skips birthday celebration, donates piggy bank saving to CM fund",Genuine
," An image of a market carrying out social distancing passed off as Mizoram, India",Fake
," A video shows a Superintendent of police announcing the extension of Lokckdown in Maharashtra, India till May 30.",Fake
, A video has been viewed thousands of times on Facebook and Twitter alongside a claim that it shows bodies being removed from a hospital in Iran during the novel coronavirus pandemic.,Fake
,Indian Actor Kamal Hassan put under quarantine.,Fake
,SituationÂ inÂ aÂ NewÂ YorkÂ hospitalâ€¦Â toÂ allÂ thoseÂ whoÂ stillÂ hasnâ€™tÂ understoodÂ theÂ #lockdownÂ importanceâ€¦,Fake
,ICJ moves UNHRC against China for Covid-19 reparations,Genuine
,Vladimir Putin let lions loose in the streets of Russia to keep them indoors during COVID-19,Fake
, Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,Fake
,"PM Modi, Prince Charles discuss coronavirus pandemic",Genuine
,"News updates from Hindustan Times at 9 PM: India-US partnership to fight Covid-19, says PM Modi after call with Trump and all the latest news",Genuine
Coronavirus found in meat,Coronavirus was found in meat (mutton).,Fake
,China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victim.,Fake
,Pakistan doctors warn congregational prayers in mosques may cause 'significant mayhem',Genuine
, India will go under lockdown from 15 April to 15 June 2020.,Fake
,"Covid-19:?Birth of Corona, a Great Indian Bustard chick in Jaisalmer enthuses bird lovers",Genuine
,"News updates from Hindustan Times at 1 pm: Covid-19 statewise tally: Tamil Nadu, Delhi outnumber coronavirus cases in Kerala and all the latest news at this hour",Genuine
,"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.",Genuine
,This is not normally what I'll share on my page.but I am lost for words. I cried all night thinking of who will pick up that bottle. It baffled me to see that some people still don't realise what the world is going through right now.Please share this guy must be arrested,Fake
,"Coronavirus:  Modi speaks to  former presidents, PMs, Sonia & other leaders",Genuine
,"Coronavirus latest updates: CRPF DG, senior officers under home quarantine",Genuine
,Pope Francis ran away at a public meeting due to coronavirus fear.,Fake
,Gautam Budh Nagar asks schools not to ask for fees during lockdown,Genuine
," Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India).",Fake
,Maharashtra: Nanded records its first COVID-19 case,Genuine
, Videos of Pigs being buried in China due to the coronavirus outbreak.,Fake
," Disaster management act has been implemented, no citizen is allowed to post any update on coronavirus.",Fake
,"A long war against coronavirus, must not get tired or rest, says PM Modi",Genuine
,The COVID-19 Health System Response Monitor (HSRM) is a new online platform launched on 2nd April to provide countries and stakeholders in the WHO European Region with evidence of how national health systems are responding to the COVID-19 pandemic.The new website will systematically map and analyse health system responses to the pandemic across the Region. ,Genuine
,Omar Abdullah showers praise on Uddhav Thackeray,Genuine
,"Covid-19: India eases hydroxychloroquine, paracetamol export restrictions",Genuine
,Lifting of lockdown depends on compliance to norms: Maha CM,Genuine
,India gears up to switch off lights at 9 pm to ‘challenge Covid-19 darkness’,Genuine
," A Legislative Assembly member Hafiz Khan made a nurse touch the feet of a Muslim and apologise to him. She was made to do so because she had made a comment that if the Markaz attendees had quarantined themselves, the situation that was not would not have arose.",Fake
,Crow deaths trigger panic in Kaimur,Genuine
,"Pak warship brushing against INS Godavari ,recent event off Gujarat coast",Fake
